"ig_name","name","followers","following","avg_likes","avg_comments","avg_engagements","est_er"
aditiasolehudin,,2387,1699,387.5,11.916666666666666,399.4166666666667,16.732998184611088
stphntps,Stephen Tupas,2356,239,335.75,24.75,360.5,15.301358234295414
blossom.shine,🌸 Blossom Shine ✨,2352,1635,25.666666666666668,1.6666666666666667,27.333333333333332,1.1621315192743766
gabie.j_,Gabie,2340,454,785.0,3.8333333333333335,788.8333333333334,33.71082621082621
shaynevalerienaa,S V 👑,2401,921,316.5,172.83333333333334,489.3333333333333,20.3803970567819
gizzalia,gzly,2833,1049,581.9166666666666,8.666666666666666,590.5833333333334,20.84657018472761
puputfebriina,BEAUTY BLOGGER MEDAN,2460,1221,49.083333333333336,8.666666666666666,57.75,2.347560975609756
shiennisusantoo,shienni susanto,2404,525,211.66666666666666,26.833333333333332,238.5,9.920965058236272
marciangel20,Marcia Angel,2612,2559,129.83333333333334,2.8333333333333335,132.66666666666666,5.07912200102093
deaoktari,Dea Alyutya Oktari,2450,1164,321.4166666666667,20.333333333333332,341.75,13.948979591836736
deneiram,･ﾟ 𝒟𝑒𝓃𝑒𝒾𝓇𝒶𝓂   ❁,2631,434,62.666666666666664,7.833333333333333,70.5,2.679589509692132
itsryx27,RYXIE DAHLE N. AGOYLO,2425,1558,101.0,2.5833333333333335,103.58333333333333,4.2714776632302405
ninettemara,Ninette Marasuchi,2765,804,138.25,9.916666666666666,148.16666666666666,5.358649789029536
belajar_mengamalkan,AGAMA ALLAH,2386,4406,79.2,1.8,81.0,3.3948030176026824
syifaummu,Ummu Syifa Musyarafah,2446,967,107.08333333333333,1.0,108.08333333333333,4.4187789588443716
nurul_gie,Nurul Dwi Larasati,2550,4187,38.25,9.166666666666666,47.416666666666664,1.8594771241830066
gelyaaace,Gely Ann Ignacio,2276,982,12.833333333333334,0.4166666666666667,13.25,0.5821616871704745
aulia.ck,Aulia Cahya Kamila,2438,1116,262.9166666666667,23.583333333333332,286.5,11.75143560295324
immanuel23_1,Emmanuel Mike Mendoza,2461,2413,124.41666666666667,1.8333333333333333,126.25,5.130028443722065
eheyjames,James Anderson,2460,492,57.75,0.16666666666666666,57.916666666666664,2.3543360433604335
safutra_hakim,Akim.S,2472,410,160.66666666666666,9.916666666666666,170.58333333333334,6.900620280474648
_vmvv,V,2489,824,140.25,7.5,147.75,5.936118923262354
jessicaelsanty,,2543,692,128.58333333333334,6.666666666666667,135.25,5.31852143138026
elainevillapando,Maria Elaine Villapando,2525,990,152.08333333333334,138.16666666666666,290.25,11.495049504950495
nadyaputri23,Nadya Putri,2505,2497,97.58333333333333,4.083333333333333,101.66666666666667,4.058549567531603
nila.moedjiono,Nilla🎈,2516,910,240.33333333333334,2.1666666666666665,242.5,9.638314785373609
gebynasution,Ｇｅｂｙ Ｎａｓｕｔｉｏｎ,2542,984,155.83333333333334,4.083333333333333,159.91666666666666,6.290978232362969
helsinr,Helsi Nadia Riani,2686,1025,206.08333333333334,6.666666666666667,212.75,7.920699925539836
perempuankopi,Auda Zaschkya,2684,3864,65.16666666666667,25.166666666666668,90.33333333333333,3.3656234475906612
abcdestian,Destian Monica,2555,1146,427.9166666666667,19.75,447.6666666666667,17.52120026092629
radenayublog,Raden Ayu,2619,1007,124.08333333333333,24.5,148.58333333333334,5.673284968817614
dominique_nki,Nikki Soriano,2561,410,314.0,370.75,684.75,26.737602499023822
axeonist,𝐃𝐍𝐊 𝐂𝐀𝐑𝐏𝐈𝐎,2588,938,322.0833333333333,8.916666666666666,331.0,12.789799072642968
bellaanggt,isabella anggieta kania,2601,1780,587.25,24.083333333333332,611.3333333333334,23.5037805972062
missgblogs,Mary Grace Amparo,2754,448,97.16666666666667,19.833333333333332,117.0,4.248366013071895
shemilyn.minneth,Shemilyn Minneth,2642,1405,70.83333333333333,0.25,71.08333333333333,2.690512238203381
joannenicolereyes,Nicole Reyes,2698,6846,60.416666666666664,8.416666666666666,68.83333333333333,2.5512725475660982
karlinalistra,Karlina Listra Veni,2674,4184,31.333333333333332,3.6666666666666665,35.0,1.3089005235602094
charizpuspus_,Chariz Puspus,2710,831,68.08333333333333,0.8333333333333334,68.91666666666667,2.5430504305043047
amandaoct,Amanda,2815,2155,206.58333333333334,5.416666666666667,212.0,7.531083481349911
workfromhomepinay.ph,Gaze Kasilag-Del Castillo,2696,597,144.91666666666666,17.25,162.16666666666666,6.015084075173096
fikrifirdaus05,fikri firdaus,2856,1664,222.66666666666666,4.083333333333333,226.75,7.939425770308123
pertiwiyuliana,Pertiwi's Journal | Lettering,2707,479,147.08333333333334,20.5,167.58333333333334,6.19074005664327
diayurefina,Diayu Refina Sembiring,3673,999,51.25,4.916666666666667,56.166666666666664,1.5291768763045648
belleandbrushes,Adeline Enad,2776,1054,66.66666666666667,10.583333333333334,77.25,2.782780979827089
banieun08,엔젤 Angelika,2777,569,101.91666666666667,8.583333333333334,110.5,3.9791141519625497
devinamentari,,2716,726,520.25,12.083333333333334,532.3333333333334,19.599901816396663
abidboy5,abidboy,2813,6913,6.083333333333333,0.3333333333333333,6.416666666666667,0.22810759568669273
revanisanabella,Reva Nisa Nabella,2824,986,44.75,1.9166666666666667,46.666666666666664,1.6525023607176579
cedrickslay,Cedrick J. Dejesus,2750,1039,235.41666666666666,75.5,310.9166666666667,11.306060606060605
joannanababan_,RIAN NAUFAL PUTRA,2964,733,586.0833333333334,49.0,635.0833333333334,21.42656320287899
bellayuliag,Bella Yulia,2813,816,298.75,16.083333333333332,314.8333333333333,11.192084370186041
cherrydichoso,Cherry Ann Mae Dichoso,2834,1086,278.1666666666667,2.5833333333333335,280.75,9.906492589978829
ruri_id,ruri,2687,576,66.66666666666667,3.4166666666666665,70.08333333333333,2.6082371914154576
khuumaarzl__,Rizal Khumar,2664,801,254.16666666666666,3.75,257.9166666666667,9.681556556556554
mugypink,Mugi Nurdini,2859,859,127.83333333333333,16.666666666666668,144.5,5.054214760405737
arismalrezki,Arismal,3149,1269,344.4166666666667,8.833333333333334,353.25,11.217846935535091
vaniadeawibowo,💕vania dea wibowo 💕,2916,1134,176.58333333333334,5.25,181.83333333333334,6.235711019661637
meiliyana_11,Meiliyana Mei,2863,1266,86.25,32.666666666666664,118.91666666666667,4.153568517871696
stevenhans95,food | Lifestyle | Surabaya,3047,1264,109.0,4.916666666666667,113.91666666666667,3.7386500382890278
feezafauziah,Feeza Fauziahأفزة الفوزية)🌸 ٠),2886,897,121.91666666666667,10.583333333333334,132.5,4.591129591129591
marisaadepari,,2914,1379,162.0,14.25,176.25,6.048387096774194
annabmatias,ᴀɴɴᴀ,2916,986,138.16666666666666,11.166666666666666,149.33333333333334,5.121170553269318
pauletruiste,Paul Etruiste,3378,1984,348.0,131.58333333333334,479.5833333333333,14.197256759423723
herickpotter,Herick Loise Palec Bebing,2908,880,233.83333333333334,21.583333333333332,255.41666666666666,8.783241632278772
annfirz,Nanda Tiara Firdaus,2841,662,102.83333333333333,9.583333333333334,112.41666666666667,3.9569400445852394
biancasdv,🅑🅘🅐🅝🅒🅐,2897,5878,32.583333333333336,3.25,35.833333333333336,1.236911747785065
difacebeauty,𝐒𝐞𝐥𝐟-𝐓𝐚𝐮𝐠𝐡𝐭 𝐌𝐔𝐀 | BANTEN,2869,803,119.08333333333333,7.416666666666667,126.5,4.409201812478216
airishabella,Airish | Petite Lifestyle,2999,988,208.16666666666666,86.08333333333333,294.25,9.811603867955986
himeshinra,HiMESHINRA | 姫神羅,3099,1119,152.25,5.333333333333333,157.58333333333334,5.084973647413144
bunnymakeups,Oktaviani L,2972,680,74.75,5.75,80.5,2.708613728129206
taufikhdytw,Doyanmakan,3012,1548,401.5,8.083333333333334,409.5833333333333,13.598384240814518
widyalimitedcom,WidyaLim 💄💋 Beauty Blogger,2988,1589,73.41666666666667,13.833333333333334,87.25,2.9200133868808567
sharadiva4,Divadip,2983,984,340.0,10.75,350.75,11.758297016426416
jefferson.lambino,𝐉𝐞𝐟𝐟𝐞𝐫𝐬𝐨𝐧 𝐋𝐚𝐦𝐛𝐢𝐧𝐨,3018,1797,164.25,11.75,176.0,5.831676607024519
giirebayaa,/𝚐𝚒𝚒 𝚛𝚎𝚋𝚊𝚢𝚊/,2991,1757,123.83333333333333,1.3333333333333333,125.16666666666667,4.184776551877856
nicoleescat,Nicole Escat,3019,4890,298.5,1.6666666666666667,300.1666666666667,9.942585845202606
khennygracia,ɴ ᴏ ʏ 🦄,3073,1308,418.8333333333333,26.25,445.0833333333333,14.483675018982536
absenterus,FAU 👀,3038,249,964.4166666666666,6.916666666666667,971.3333333333334,31.972789115646254
auroradewanto,A U R O R A,3141,1256,233.16666666666666,28.5,261.6666666666667,8.330680250451023
hanahanut,𝓝𝓪𝓷𝓾𝓽,3179,714,278.3333333333333,7.333333333333333,285.6666666666667,8.986054314774035
indahlarry,Content Creator,3123,945,26.833333333333332,0.4166666666666667,27.25,0.8725584373999359
renogustavino,リノ,3194,801,136.75,3.0833333333333335,139.83333333333334,4.3780004174493845
paedobles,#ITSPAEDAY 🇵🇭,3197,1819,97.58333333333333,4.916666666666667,102.5,3.2061307475758527
vsvanessavs,Vanessa Victoria Saputra 🌹,3244,1344,244.33333333333334,18.916666666666668,263.25,8.11498150431566
alexisdeocaris,Alexis Manuel Deocaris,3147,775,170.5,4.083333333333333,174.58333333333334,5.547611481834552
dhevianabena,Dhevianabena,3583,991,558.25,12.0,570.25,15.915433993859892
jssicanoviaa,J S S I C A,3185,625,110.33333333333333,12.083333333333334,122.41666666666667,3.8435374149659864
theprinceagno,👑Chano | 21 | Entrepreneur👑,3407,2796,438.75,3.75,442.5,12.987965952450836
romeinfante,Rome Infante,3180,1336,17.833333333333332,1.0833333333333333,18.916666666666668,0.5948637316561844
ayuwulandari1,ayuwulandari|Hijab Sister Bali,3193,1175,63.333333333333336,7.083333333333333,70.41666666666667,2.205345025576783
camilleqramos,Camille Q. Ramos,3187,655,97.33333333333333,2.8333333333333335,100.16666666666667,3.1429766760799076
sisasaid,Isa Rodriguez,3297,755,143.75,3.5,147.25,4.466181377009402
thenurseoffduty,"Joan T. Maniago,RN",3117,1304,140.5,20.833333333333332,161.33333333333334,5.175917014223078
mgirl83,Mindy Tedja,3218,1780,65.75,4.083333333333333,69.83333333333333,2.170084938885436
anitacarcula,Anitacarcula🦄,3229,1456,126.08333333333333,8.583333333333334,134.66666666666666,4.170537834210798
erzott,Erza Lazuardi,3123,643,261.8333333333333,14.416666666666666,276.25,8.845661223182837
runituptrey,Treytown😋,3286,998,177.66666666666666,15.0,192.66666666666666,5.863258267397038
ohohcarie,LLOYD CARIE M. OBLIGADO,3242,1503,271.75,31.25,303.0,9.346082665021592
ndiisutendi.id_,Sutendi,3208,2245,142.83333333333334,0.9166666666666666,143.75,4.480985037406484
khatreina,KhatReinA,3220,748,96.75,6.416666666666667,103.16666666666667,3.2039337474120084
ein_11eleven,EINz,3279,1509,158.58333333333334,4.583333333333333,163.16666666666666,4.976110602826066
viraelyansyah,Vira Elyansyah,3257,1329,96.0,10.083333333333334,106.08333333333333,3.2570872991505477
helenbelle,"Henna Artist, Lactivist",3292,1216,11.333333333333334,0.3333333333333333,11.666666666666666,0.3543944916970434
enyadinda,Eny Kadinda Aprilya🌺🅴🅽🆈🅲🅷🅰🅽,3354,1868,107.5,28.166666666666668,135.66666666666666,4.044921486781951
nadievya,nad,3308,2300,227.85714285714286,1.0,228.85714285714286,6.918293314907584
fatmawatii.k,𝓕𝓪𝓽𝓶𝓪𝔀𝓪𝓽𝓲 𝓴𝓪𝓶𝓪𝓻𝓾𝓭𝓭𝓲𝓷,4789,655,165.58333333333334,8.333333333333334,173.91666666666666,3.6315862741003695
alzaperdana,ALza Kiky Perdana Tayibnapis,3343,577,175.16666666666666,8.666666666666666,183.83333333333334,5.499052747033602
iamdexpapa,Dex Papa,3531,1634,447.0833333333333,68.5,515.5833333333334,14.601623713773243
emeyzinggg,Mikaèla,3374,1007,87.0,0.75,87.75,2.60077059869591
sherry_vu,dallas food & travel ✈️🍴sherry,3435,1451,208.0,10.75,218.75,6.368267831149928
dinajanidya,Arindiana Janidya A,3492,2255,93.16666666666667,4.25,97.41666666666667,2.789709812905689
yulesmakeupartist,Yuliyana Lesmana,3526,1381,50.333333333333336,2.4166666666666665,52.75,1.4960294951786726
prassetyahendra,HENDRA PRASETYO,3384,287,294.0833333333333,2.5833333333333335,296.6666666666667,8.766745468873127
devinanggraeni,Devina Anggraeni,3413,662,95.0,8.166666666666666,103.16666666666667,3.0227561285281768
dandi.s.b,TOOPSOON27,3303,427,303.5833333333333,1.6666666666666667,305.25,9.24159854677566
lxxreen,laureen garcia,3538,978,233.0,5.333333333333333,238.33333333333334,6.736385905407952
aduartelim,Adrian Duarte,3454,2362,148.5,44.833333333333336,193.33333333333334,5.597375024126617
fransizcha,Fransisca Octavia（ミ・。・ミ）,3431,512,392.0833333333333,0.5833333333333334,392.6666666666667,11.444671135723306
ng.jillianne,jill,3462,786,476.5,45.666666666666664,522.1666666666666,15.082803774311573
angeliine11,L E G N A Y N E,3437,755,237.41666666666666,1.75,239.16666666666666,6.958587915818058
bagasss999,Bagas HP,3483,542,269.0833333333333,12.833333333333334,281.9166666666667,8.094075988132834
edventuresome,Ed Jamolod,3464,957,652.8333333333334,27.583333333333332,680.4166666666666,19.642513471901466
mariasartikas,Maria Sartika Tambun,3446,805,305.0,13.666666666666666,318.6666666666667,9.247436641516735
alexandraasherly,Isabella Teresa Alexandra S.O,3887,871,485.5833333333333,9.833333333333334,495.4166666666667,12.745476374238915
edcelgonzales,𝙴𝚍𝚌𝚎𝚕 𝚁𝚒𝚌𝚊𝚏𝚘𝚛𝚝 𝙶𝚘𝚗𝚣𝚊𝚕𝚎𝚜,3501,883,111.66666666666667,0.4166666666666667,112.08333333333333,3.2014662477387414
agunksetia__,Agung Setia,3504,164,119.41666666666667,0.0,119.41666666666667,3.4080098934550986
nadylvia,P. Kanadya Di Livia,3716,1770,203.33333333333334,14.416666666666666,217.75,5.859795479009688
listrasantana,Listra Santana,3878,1114,217.83333333333334,0.9166666666666666,218.75,5.640794223826714
ezequiellumbang,EZEQUIEL LUMBANG,3586,1842,235.25,58.416666666666664,293.6666666666667,8.189254508272914
dickyefri,Dicky Efri Hidayat Chaniago,3548,804,155.58333333333334,11.833333333333334,167.41666666666666,4.718620819240887
jesstravelworld1,Jess Travel,3516,4449,173.16666666666666,2.5,175.66666666666666,4.99620781190747
kheshisantos,khesh santos,3701,754,94.16666666666667,7.833333333333333,102.0,2.7560118886787355
nanditadtya_,Beauty Blogger X MUA,3270,407,37.5,1.1666666666666667,38.666666666666664,1.182466870540265
ashleeangeltarbet,Ashlee Tarbet,2982,1440,127.83333333333333,4.5,132.33333333333334,4.437737536329085
sarmientoali_,Ali Sarmiento,3669,2542,283.5833333333333,16.5,300.0833333333333,8.178886163350594
andrehalim,andre halim,3660,958,81.33333333333333,6.833333333333333,88.16666666666667,2.408925318761384
septranilim,Septrani Gälib,3662,724,180.0,3.1666666666666665,183.16666666666666,5.0018204988166755
alindaaa29,Alinda Tadyani,3887,2274,90.91666666666667,10.5,101.41666666666667,2.609124431866907
ilovepaars,Lee Rosales,3705,1410,127.91666666666667,18.583333333333332,146.5,3.9541160593792175
andiainuly,Andi Ainul (アンディ),3689,1375,400.0833333333333,10.75,410.8333333333333,11.136712749615976
passionsofasahm,Claire Santiago,3738,4254,14.5,0.75,15.25,0.407972177635099
janejaneveroo,Jane Veronica Tanjaya,4023,697,197.66666666666666,105.5,303.1666666666667,7.535835611898251
dindaoktaofella,الله عظيم,3782,1296,216.5,2.6666666666666665,219.16666666666666,5.7949938304248185
audreyadoptante,Audrey,4671,510,454.6666666666667,4.333333333333333,459.0,9.826589595375722
deuxcarls,CAROLINE 🌹 カロリーン,4108,1087,133.58333333333334,5.333333333333333,138.91666666666666,3.381613112625771
nastahamid,NASH 雪娜,3910,2160,102.5,6.083333333333333,108.58333333333333,2.7770673486786017
dheadistya,𝓓𝓱𝓮𝓪 𝓐𝓭𝓲𝓼𝓽𝔂𝓪,3870,702,175.66666666666666,3.0833333333333335,178.75,4.618863049095608
raynaldymartz,raynaldymartz,3917,760,134.91666666666666,9.5,144.41666666666666,3.6869202621053523
rencylie,Emerentia Magnoria Testarossa,3920,962,173.5,3.0833333333333335,176.58333333333334,4.5046768707483
heyyyyyjudeeeee,🆔 Sfx 💀 B/Vlogger 🎥 GIVEAWAY,4343,1756,120.41666666666667,21.166666666666668,141.58333333333334,3.2600353058561673
nike_jays_official,Jack H Vance,5153,5965,338.9166666666667,5.0,343.9166666666667,6.674105698945598
zifelicia,Zi™,3918,1583,115.83333333333333,2.9166666666666665,118.75,3.0308831036242982
kahenna.albahasyim,I K A' H E N N A  ALBAHASYIM,3949,805,40.083333333333336,1.25,41.333333333333336,1.0466784840043895
jaimnz,Jai Muñoz,3989,493,96.0,18.75,114.75,2.8766608172474304
madamelindt,Lindt Maebel Chan,4068,2213,276.5833333333333,91.75,368.3333333333333,9.054408390691576
indh.ay,indah ayu tri subekti,3999,576,36.583333333333336,1.0833333333333333,37.666666666666664,0.9419021422022174
gracehany,#gracehany,4324,1061,276.0833333333333,9.416666666666666,285.5,6.602682701202591
yulianasugiantoo,Y U L I A N A S U G I A N T O,4044,1740,218.66666666666666,14.5,233.16666666666666,5.765743488295417
mochmarsa_t,MOCH. M A R S A ᴛᴀᴜғɪǫᴜʀʀᴀʜᴍᴀɴ,4028,797,754.0,22.166666666666668,776.1666666666666,19.269281694803045
prapancadf,Caaaaa !,4074,1294,98.91666666666667,6.0,104.91666666666667,2.5752740958926528
lushinta_,Shinta Panjaitan | GIVEAWAY,4051,1041,77.5,12.416666666666666,89.91666666666667,2.219616555582984
sabrinasfarani,,3922,473,355.9166666666667,3.75,359.6666666666667,9.170491245962944
desiinata,DeSii Natalia,4087,1902,87.08333333333333,2.0,89.08333333333333,2.179675393524182
valentinamelati,Valentina Melati,4167,1350,348.5,2.0,350.5,8.411327093832494
atmadevaradhikaakhmad,Atmadeva Radhika Akhmad,8055,7500,180.75,34.166666666666664,214.91666666666666,2.668115042416718
jeaniferslagle,JEANIFER S.,4387,1193,113.08333333333333,18.666666666666668,131.75,3.00319124686574
lenybrannigan,Leny Brannigan 🇵🇭,4277,947,227.41666666666666,57.083333333333336,284.5,6.651858779518354
aulliasha,Sha Aullia,4245,854,75.16666666666667,7.083333333333333,82.25,1.9375736160188457
ivoniamaya,Rakat Surabaya,4225,1858,101.83333333333333,0.9166666666666666,102.75,2.4319526627218933
giselavi_,Content Creator | 5K GIVEAWAY,4738,1745,370.0833333333333,30.166666666666668,400.25,8.447657239341494
chrr_m,chariri maulidi ahmad,3021,180,481.0833333333333,0.6666666666666666,481.75,15.946706388613041
roofyrakeri,Roofy Rakeri,4285,2355,68.41666666666667,2.25,70.66666666666667,1.649163749513808
cancernal,Arini Jannatul Nurani,4276,763,227.66666666666666,16.0,243.66666666666666,5.698472092298098
allaboutclare,Clare 💕,4306,3515,50.166666666666664,5.75,55.916666666666664,1.2985756309026164
spencergreg_,SPENCER GREG,4312,639,179.58333333333334,32.916666666666664,212.5,4.928107606679035
alvinalisa,Alvina S,4499,1507,415.4166666666667,41.916666666666664,457.3333333333333,10.165221901163223
irvan_kurniaawaan,Irvan Knowles 🇮🇩,4313,927,1079.75,5.916666666666667,1085.6666666666667,25.171960738851535
anto_hariyanto,harry,4424,1544,388.3333333333333,131.66666666666666,520.0,11.754068716094032
revano_castanyo,Aby Taufiq Revano Al Hidayah,5239,3946,563.4166666666666,16.833333333333332,580.25,11.075586944073297
eroealaydrus,cнaιrυ zυlĸarnaen alaydrυѕ 💧,4677,1048,124.08333333333333,9.083333333333334,133.16666666666666,2.847266766445727
asoi_lim,🐷 Vivi Hartini 🐷,4430,920,263.75,2.3333333333333335,266.0833333333333,6.006395786305493
sorayaghyna,Soraya Ghyna Adani,4505,1006,233.41666666666666,6.583333333333333,240.0,5.3274139844617086
o_diette,mrs.cambon 32 Y.O 🇮🇩,4496,805,129.08333333333334,168.16666666666666,297.25,6.6114323843416365
itselvinaa,Elvina Samantha Mutiara,4633,914,336.5833333333333,9.916666666666666,346.5,7.478955320526656
its_indratita,Indra Alexander Titaheluw,4793,1248,282.25,2.75,285.0,5.9461715001043185
rhanicar,🥀 n i c a,4549,599,31.833333333333332,0.8333333333333334,32.666666666666664,0.7181065435626877
jihanedelano,⚜️ IndraGozali ⚜️ 🔵,4631,1314,376.4166666666667,26.583333333333332,403.0,8.70222414165407
charity_tamara,TamTam,8548,880,130.75,3.4166666666666665,134.16666666666666,1.5695679301201062
valentina.bangun,beauty blogger x MUA,4591,1459,51.916666666666664,8.25,60.166666666666664,1.3105351049154141
deydeychristina,deydey christina,4629,919,67.0,22.75,89.75,1.938863685461223
deciadhara,Decia Dhara Devina,5345,531,345.0,9.666666666666666,354.6666666666667,6.635484876831931
zuliaimami,ZULIA IMAMI ALFIANTI,4481,728,75.83333333333333,9.25,85.08333333333333,1.8987577177713308
jennitanuwijaya,Jenntan | Beauty Blogger,4649,1538,143.33333333333334,36.583333333333336,179.91666666666666,3.870007887000789
dellaaaaaee,Adela Inayatul Khoiria,4671,957,1073.75,47.75,1121.5,24.009847998287302
indanurfarida,Inda Nur Farida,4651,598,129.08333333333334,3.0,132.08333333333334,2.8398910628538667
diendasarteka,,4601,722,422.0833333333333,5.083333333333333,427.1666666666667,9.284213576758676
chauntally,𝓒𝓱𝓪𝓷𝓽𝓪𝓵𝓵𝔂,4757,997,471.5833333333333,2.9166666666666665,474.5,9.974774017237754
nikkitaloco,Nik Ochea,4761,1974,386.4166666666667,24.916666666666668,411.3333333333333,8.63964153189106
atalyahana,Hana Atalya,5103,542,225.66666666666666,9.75,235.41666666666666,4.613299366385786
nuning.hnd,Nuning Handayani 💐,4605,1787,77.5,5.5,83.0,1.8023887079261673
hannumamelia,Riska Amelia Hannum,4795,392,891.75,10.083333333333334,901.8333333333334,18.80778588807786
joselulabdorado,pretty vanilla,4952,1219,299.5,5.416666666666667,304.9166666666667,6.1574448034464195
mrsaputra11,M Ragil Saputra,4776,756,289.0833333333333,0.25,289.3333333333333,6.058068118369626
salsabilaadzilla,HAIR DO by Salsabila Adzilla,4891,701,34.5,0.9166666666666666,35.416666666666664,0.7241191303755197
nurulfajribaroroh,Nurul Fajri Baroroh,4883,900,87.41666666666667,3.25,90.66666666666667,1.8567820329032698
nisaahani,Hani,4876,2694,63.333333333333336,1.75,65.08333333333333,1.3347689362865738
martmiculob,Mac,5097,2334,341.1666666666667,1.5833333333333333,342.75,6.724543849323131
vinccified,Vincci Descalzo 🍑✨,4973,902,313.9166666666667,19.166666666666668,333.0833333333333,6.697834975534554
kattlegaspi,KATT LEGASPI,4990,5166,134.83333333333334,14.166666666666666,149.0,2.9859719438877756
deshmukhwafa,Wafa Deshmukh,5613,1802,986.9166666666666,45.583333333333336,1032.5,18.394797790842688
nurdalilahputri,Nur Dalilah Putri,6038,2575,56.25,0.5,56.75,0.9398807552169594
adi_okta86,adi okta,5095,446,243.08333333333334,3.8333333333333335,246.91666666666666,4.846254497873733
christyrsm,Giveaway • Content Creator,6383,1888,408.5,36.0,444.5,6.963810120632931
handikurr,Handi Kurniadi,5026,1005,129.0,3.0,132.0,2.626343016315161
dewinorin,Dewi Permata Alam,6558,448,1200.75,23.666666666666668,1224.4166666666667,18.670580461522825
nikkadajoya,D E M N,5169,414,172.0,5.25,177.25,3.429096537047785
adiisaputraa,Johanes Adi Saputra,8411,303,825.5,14.083333333333334,839.5833333333334,9.981968057702217
rajujai_,MUHAMMAD RAJU JAINUL,5122,1149,243.75,10.75,254.5,4.968762202264741
hallo.wulandari,Wulan,5351,3835,117.25,37.833333333333336,155.08333333333334,2.898212172179655
jhanisv,Jhanis🌷 The Missus V.,5265,4435,172.08333333333334,9.333333333333334,181.41666666666666,3.445710667932891
vlasquety,V,5268,197,14.666666666666666,1.25,15.916666666666666,0.3021386990635282
fiorentinaochisa,OPEN ENDORSE; CP: via DM,5531,989,148.91666666666666,6.666666666666667,155.58333333333334,2.812933164587476
tasyanandyasj,Tasya Nandya,3852,743,32.583333333333336,1.9166666666666667,34.5,0.895638629283489
danicawru,danica nable,5357,689,319.1666666666667,55.583333333333336,374.75,6.995519880530147
adistygladys,Adisty Wulandari,5394,918,585.1666666666666,9.166666666666666,594.3333333333334,11.018415523421083
andrezism,,5407,331,159.83333333333334,1.6666666666666667,161.5,2.9868688736822637
lindaleenk,Lingling,5335,2307,226.66666666666666,11.083333333333334,237.75,4.456419868791003
iamronamaee,로나매,5400,3507,284.8333333333333,2.75,287.5833333333333,5.325617283950617
nicolesnmgl,Nicole San Miguel,5479,902,109.5,6.416666666666667,115.91666666666667,2.1156537080975846
nabillagitaa,Nabilla Gita,6127,839,313.9166666666667,7.583333333333333,321.5,5.247266198792231
kalenaefris,K  A  L  👣,6109,4045,751.75,26.166666666666668,777.9166666666666,12.733944453538495
anandamuh,Ananda Fani Muhammad,5478,2362,113.83333333333333,0.8333333333333334,114.66666666666667,2.093221370329804
adrianngangi,A D R I A N   N G A N G I,7710,3775,248.16666666666666,15.833333333333334,264.0,3.4241245136186773
z3ndylicious,Zendy Harijanto,6020,1263,65.66666666666667,6.0,71.66666666666667,1.1904761904761907
kristine_summer,Kristine,5718,457,545.75,10.916666666666666,556.6666666666666,9.735338696513931
bellavionac,Viona Tan,5827,2829,182.0,2.5,184.5,3.1662948343916253
samaralasena,Samara Lasena,5861,1914,361.1666666666667,38.25,399.4166666666667,6.814821134049935
frannywanny,Frances Ang,5825,1928,68.75,5.666666666666667,74.41666666666667,1.2775393419170245
angelinelimanto,angelinelimanto,6025,1175,117.0,11.75,128.75,2.136929460580913
aestheticvinpaul,Kevin Paul Maningas,5926,4051,592.9166666666666,26.083333333333332,619.0,10.44549443131961
fiqri_fk,Fikri Fahrezi,5938,118,581.6666666666666,4.583333333333333,586.25,9.872852812394745
thaliatheje,Thalia Jessica,6036,7241,204.16666666666666,23.583333333333332,227.75,3.773194168323393
ritz13,ritz13,6148,1280,142.25,9.416666666666666,151.66666666666666,2.4669269139015397
majesticmajaofc,MAJesticMAJAOfficial(MMO),6812,586,49.166666666666664,0.3333333333333333,49.5,0.7266588373458602
followtheleign,Elaine Oros,6081,925,348.8333333333333,11.166666666666666,360.0,5.920078934385792
bryantroossel,Shone Supapunpinyo 🍑,7230,518,354.0,2.6666666666666665,356.6666666666667,4.933148916551406
dian_soegiatno,dee_ made in 1985 👅,7451,1102,500.4166666666667,1.25,501.6666666666667,6.732877018744688
christysiahaan25,Christy Siahaan,6095,6150,221.08333333333334,11.416666666666666,232.5,3.814602132895816
r0ckstarm0mma,Michelle Hill-Estranero,6089,541,53.916666666666664,14.916666666666666,68.83333333333333,1.1304538238353314
huseinfahrur,Husein Fahrur Rozak,5952,198,720.1428571428571,11.142857142857142,731.2857142857143,12.286386328725039
thebeautywimp,MY BEAUTY PAGE,6184,393,115.5,10.583333333333334,126.08333333333333,2.0388637343682623
hannahuangg,Hanna Huang 黄菡娜,6059,939,504.1666666666667,11.25,515.4166666666666,8.506629256753042
nataniaimanuel,Eunice Natania Imanuel,6422,900,352.6666666666667,6.166666666666667,358.8333333333333,5.587563583515001
klydejarabelo,Klyde Louise Jarabelo,6240,2141,399.9166666666667,8.416666666666666,408.3333333333333,6.543803418803419
lifeincouture,Terrace Sherman 👑✨,6246,3024,270.0,5.166666666666667,275.1666666666667,4.405486177820473
awii_rv18,MEDAN-INA🇮🇩 Kawasaki Indonesia,4636,369,51.0,0.3333333333333333,51.333333333333336,1.1072763876905378
chleomikaela,Chleo,6273,686,302.5,11.0,313.5,4.9976087996174074
